Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total,goodsnum
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),"Salaries and Expenses, General Legal Activities",0.988,b,,,,0.988,668
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Fees and Expenses of Witnesses,0.323,b,,,,0.323,669
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),"Salaries and Expenses, United States Attorneys",2.077,b,,,,2.077,670
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),"Salaries and Expenses, United States Marshals Service",1.454,b,,,,1.454,671
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Assets Forfeiture Fund,-0.676,b,,,,-0.676,672
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Assets Forfeiture Fund,0.566,b,,,,0.566,673
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Assets Forfeiture Fund,3.633,b,,,,3.633,674
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),United States Trustee System Fund,0.226,b,,,,0.226,675
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,0.053,b,,,,0.053,676
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),"Proceeds from Sale of Property, Judiciary Information Technology Fund",-0.165,b,,,,-0.165,677
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),"Advances and Reimbursements, Judiciary Information Technology Fund",-0.3,b,,,,-0.3,678
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal Payment to Judicial Officers Retirement Fund,-0.095,b,,,,-0.095,679
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Judiciary Filing Fees,0.44,b,,,,0.44,680
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Judiciary Information Technology Fund,0.6,b,,,,0.6,681
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,4.802,b,,,,4.802,682
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,0.338,b,,,,0.338,683
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Defender Services,1.063,b,,,,1.063,684
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Fees of Jurors and Commissioners,0.055,b,,,,0.055,685
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Court Security,0.51,b,,,,0.51,686
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,0.085,b,,,,0.085,687
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Payment to Judiciary Trust Funds,0.125,b,,,,0.125,688
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,0.075,b,,,,0.075,689
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Payment to Legal Services Corporation,0.398,b,,,,0.398,690
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal Payment to Court Services and Offender Supervision Agency for the District of Columbia,0.216,b,,,,0.216,691
#NAME?,Protection,Law courts,Criminal justice assistance (754),"Research, Evaluation, and Statistics",0.134,b,,,,0.134,692
#NAME?,Protection,Law courts,Criminal justice assistance (754),"Research, Evaluation, and Statistics",0.1,b,,,,0.1,693
#NAME?,Protection,Law courts,Criminal justice assistance (754),Public Safety Officer Benefits,0.065,b,,,,0.065,694
#NAME?,Protection,Law courts,Criminal justice assistance (754),State and Local Law Enforcement Assistance,1.589,b,,,,1.589,695
#NAME?,Protection,Law courts,Criminal justice assistance (754),Juvenile Justice Programs,0.341,b,,,,0.341,696
#NAME?,Protection,Law courts,Criminal justice assistance (754),Community Oriented Policing Services,0.518,b,,,,0.518,697
#NAME?,Protection,Law courts,Criminal justice assistance (754),Violence against Women Prevention and Prosecution Programs,0.533,b,,,,0.533,698
#NAME?,Protection,Law courts,Criminal justice assistance (754),Community Oriented Policing Stabilization Fund,1.597,b,,,,1.597,699
#NAME?,Protection,Law courts,Criminal justice assistance (754),Crime Victims Fund,-4.955,b,,,,-4.955,700
#NAME?,Protection,Law courts,Criminal justice assistance (754),Crime Victims Fund,1.095,b,,,,1.095,701
#NAME?,Protection,Law courts,Criminal justice assistance (754),Crime Victims Fund,5.002,b,,,,5.002,702
---September 11th Victim Compensation (general Fund),Protection,Law courts,Criminal justice assistance (754),September 11th Victim Compensation (general Fund),0.322,b,,,,0.322,703
#NAME?,Protection,Law courts,Criminal justice assistance (754),Highintensity Drug Trafficking Areas Program,0.238,b,,,,0.238,704
#NAME?,Protection,Law courts,Current Operations  Judicial and Legal Services (E25),,0,g,0,21.3,22.4,43.7,705
#NAME?,Protection,Law courts,Construction  Judicial and Legal Services (F25),,0,g,0,0.2,0.3,0.5,706
#NAME?,Protection,Law courts,Other Capital Outlay  Judicial and Legal Services (G25),,0,g,0,0.2,0.3,0.5,707
#NAME?,Protection,Prisons,Federal correctional activities (753),Buildings and Facilities,0.135,b,,,,0.135,708
#NAME?,Protection,Prisons,Federal correctional activities (753),Salaries and Expenses,6.794,b,,,,6.794,709
#NAME?,Protection,Prisons,Federal correctional activities (753),Detention Trustee,0.237,b,,,,0.237,710
#NAME?,Protection,Prisons,Current Operations  Correctional Institutions (E04),,0,g,0,35.5,19.5,55,711
#NAME?,Protection,Prisons,Current Operations  Corrections  Other (E05),,0,g,0,8.3,4.6,12.9,712
#NAME?,Protection,Prisons,Construction  Correctional Institutions (F04),,0,g,0,1.7,1.5,3.1,713
#NAME?,Protection,Prisons,Construction  Corrections  Other (F05),,0,g,0,0,0.1,0.1,714
#NAME?,Protection,Prisons,Other Capital Outlay  Correctional Institutions (G04),,0,g,0,0.3,0.5,0.8,715
#NAME?,Protection,Prisons,Other Capital Outlay  Corrections  Other (G05),,0,g,0,0.1,0.1,0.1,716
-R&D Public order and safety,Protection,R&D Public order and safety,,,0,,0,0,0,0,717
#NAME?,Protection,Public order and safety n.e.c.,"Current Operations  Protective Inspection and Regulation, NEC (E66)",,0,g,0,9.4,5.2,14.6,718
#NAME?,Protection,Public order and safety n.e.c.,"Construction  Protective Inspection and Regulation, NEC (F66)",,0,g,0,0,0.5,0.5,719
#NAME?,Protection,Public order and safety n.e.c.,"Other Capital Outlay  Protective Inspection and Regulation, NEC (G66)",,0,g,0,0.1,0.1,0.2,720
#NAME?,Transportation,Transport,Ground transportation (401),Payment to FRA for AMTRAK Debt Restructuring,0.059,b,,,,0.059,721
#NAME?,Transportation,Transport,Ground transportation (401),Immediate Transportation Investments,16.82,b,,,,16.82,722
#NAME?,Transportation,Transport,Ground transportation (401),"Advances from State Cooperating Agencies and Foreign Governments, FHA Miscellaneous Trust",-0.055,b,,,,-0.055,723
#NAME?,Transportation,Transport,Ground transportation (401),"Payment from the General Fund, Transportation Trust Fund (Mass Transit)",-12,b,,,,-12,724
#NAME?,Transportation,Transport,Ground transportation (401),"Payment from the General Fund, Transportation Trust Fund (Highway)",-18.486,b,,,,-18.486,725
#NAME?,Transportation,Transport,Ground transportation (401),"Payment from the General Fund, Transportation Trust Fund (multimodal Account)",-8,b,,,,-8,726
#NAME?,Transportation,Transport,Ground transportation (401),Emergency Relief Program,0.937,b,,,,0.937,727
#NAME?,Transportation,Transport,Ground transportation (401),"Highway Infrastructure Investment, Recovery Act",1.586,b,,,,1.586,728
#NAME?,Transportation,Transport,Ground transportation (401),Payment to the Transportation Trust Fund,38.486,b,,,,38.486,729
#NAME?,Transportation,Transport,Ground transportation (401),Highway Infrastructure Programs,0.151,b,,,,0.151,730
#NAME?,Transportation,Transport,Ground transportation (401),Federalaid Highways,0.051,b,,,,0.051,731
#NAME?,Transportation,Transport,Ground transportation (401),Federalaid Highways,41.115,b,,,,41.115,732
#NAME?,Transportation,Transport,Ground transportation (401),Federalaid Highways,0.303,b,,,,0.303,733
#NAME?,Transportation,Transport,Ground transportation (401),Miscellaneous Appropriations,0.086,b,,,,0.086,734
#NAME?,Transportation,Transport,Ground transportation (401),Miscellaneous Trust Funds,0.091,b,,,,0.091,735
#NAME?,Transportation,Transport,Ground transportation (401),Motor Carrier Safety Grants,0.334,b,,,,0.334,736
#NAME?,Transportation,Transport,Ground transportation (401),Motor Carrier Safety Operations and Programs,0.249,b,,,,0.249,737
#NAME?,Transportation,Transport,Ground transportation (401),Operations and Research (Transportation Trust Fund),0.249,b,,,,0.249,738
#NAME?,Transportation,Transport,Ground transportation (401),Highway Traffic Safety Grants,0.634,b,,,,0.634,739
#NAME?,Transportation,Transport,Ground transportation (401),Safety and Operations,0.148,b,,,,0.148,740
#NAME?,Transportation,Transport,Ground transportation (401),Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service,1.423,b,,,,1.423,741
#NAME?,Transportation,Transport,Ground transportation (401),Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service,0.337,b,,,,0.337,742
#NAME?,Transportation,Transport,Ground transportation (401),Network Development,0.136,b,,,,0.136,743
#NAME?,Transportation,Transport,Ground transportation (401),System Preservation,1.089,b,,,,1.089,744
#NAME?,Transportation,Transport,Ground transportation (401),"Transit Capital Assistance, Recovery Act",0.864,b,,,,0.864,745
#NAME?,Transportation,Transport,Ground transportation (401),"Fixed Guideway Infrastructure Investment, Recovery Act",0.088,b,,,,0.088,746
#NAME?,Transportation,Transport,Ground transportation (401),Washington Metropolitan Area Transit Authority,0.25,b,,,,0.25,747
#NAME?,Transportation,Transport,Ground transportation (401),Formula Grants,0.116,b,,,,0.116,748
#NAME?,Transportation,Transport,Ground transportation (401),Capital Investment Grants,1.895,b,,,,1.895,749
#NAME?,Transportation,Transport,Ground transportation (401),Research and University Research Centers,0.062,b,,,,0.062,750
#NAME?,Transportation,Transport,Ground transportation (401),Transit Formula Grants,8.457,b,,,,8.457,751
#NAME?,Transportation,Transport,Ground transportation (401),Operations and Safety,0.117,b,,,,0.117,752
#NAME?,Transportation,Transport,Ground transportation (401),Transit Expansion and Livable Communities Programs,0.245,b,,,,0.245,753
#NAME?,Transportation,Transport,Ground transportation (401),Bus and Rail State of Good Repair,0.481,b,,,,0.481,754
#NAME?,Transportation,Transport,Ground transportation (401),"Supplemental Discretionary Grants for a National Surface Transportation System, Recovery Act",0.42,b,,,,0.42,755
#NAME?,Transportation,Transport,Ground transportation (401),National Infrastructure Investments,0.312,b,,,,0.312,756
#NAME?,Transportation,Transport,Ground transportation (401),Surface Transportation Security,0.126,b,,,,0.126,757
#NAME?,Transportation,Transport,Air transportation (402),Immediate Transportation Investments,1.46,b,,,,1.46,758
#NAME?,Transportation,Transport,Air transportation (402),Operations,3.292,b,,,,3.292,759
#NAME?,Transportation,Transport,Air transportation (402),Aviation Insurance Revolving Fund,-0.194,b,,,,-0.194,760
#NAME?,Transportation,Transport,Air transportation (402),Trust Fund Share of FAA Activities (Airport and Airway Trust Fund),6.721,b,,,,6.721,761
#NAME?,Transportation,Transport,Air transportation (402),Grantsinaid for Airports (Airport and Airway Trust Fund),3.456,b,,,,3.456,762
#NAME?,Transportation,Transport,Air transportation (402),Grantsinaid for Airports (Airport and Airway Trust Fund),0.142,b,,,,0.142,763
#NAME?,Transportation,Transport,Air transportation (402),Facilities and Equipment (Airport and Airway Trust Fund),2.917,b,,,,2.917,764
#NAME?,Transportation,Transport,Air transportation (402),"Research, Engineering and Development (Airport and Airway Trust Fund)",0.189,b,,,,0.189,765
#NAME?,Transportation,Transport,Air transportation (402),Essential Air Service and Rural Airport Improvement Fund,0.08,b,,,,0.08,766
#NAME?,Transportation,Transport,Air transportation (402),Payments to Air Carriers,0.126,b,,,,0.126,767
#NAME?,Transportation,Transport,Air transportation (402),"Fees, Aviation Security Capital Fund",-0.25,b,,,,-0.25,768
#NAME?,Transportation,Transport,Air transportation (402),"Fees, Aviation Security, Deficit Reduction",-0.2,b,,,,-0.2,769
#NAME?,Transportation,Transport,Air transportation (402),Federal Air Marshals,0.929,b,,,,0.929,770
#NAME?,Transportation,Transport,Air transportation (402),Aviation Security,2.916,b,,,,2.916,771
#NAME?,Transportation,Transport,Air transportation (402),Aviation Security,0.246,b,,,,0.246,772
#NAME?,Transportation,Transport,Air transportation (402),Transportation Security Support,0.986,b,,,,0.986,773
#NAME?,Transportation,Transport,Air transportation (402),Transportation Threat Assessment and Credentialing,0.182,b,,,,0.182,774
#NAME?,Transportation,Transport,Air transportation (402),Aeronautics,0.506,b,,,,0.506,775
#NAME?,Transportation,Transport,Water transportation (403),Operations and Training,0.201,b,,,,0.201,776
#NAME?,Transportation,Transport,Water transportation (403),Ocean Freight Differential,0.15,b,,,,0.15,777
#NAME?,Transportation,Transport,Water transportation (403),Retired Pay,1.424,b,,,,1.424,778
#NAME?,Transportation,Transport,Water transportation (403),Operating Expenses,6.406,b,,,,6.406,779
#NAME?,Transportation,Transport,Water transportation (403),Reserve Training,0.133,b,,,,0.133,780
#NAME?,Transportation,Transport,Water transportation (403),"Acquisition, Construction, and Improvements",1.992,b,,,,1.992,781
#NAME?,Transportation,Transport,Water transportation (403),"Medicareeligible Retiree Health Fund Contribution, Homeland Security",0.17,b,,,,0.17,782
#NAME?,Transportation,Transport,Water transportation (403),Boat Safety,0.11,b,,,,0.11,783
#NAME?,Transportation,Transport,Other transportation (407),Pipeline Safety Fund,-0.151,b,,,,-0.151,784
#NAME?,Transportation,Transport,Other transportation (407),Salaries and Expenses,0.11,b,,,,0.11,785
#NAME?,Transportation,Transport,Other transportation (407),Pipeline Safety,0.073,b,,,,0.073,786
#NAME?,Transportation,Transport,Other transportation (407),Salaries and Expenses,0.086,b,,,,0.086,787
#NAME?,Transportation,Transport,Other transportation (407),Salaries and Expenses,0.102,b,,,,0.102,788
#NAME?,Transportation,Transport,Federal Intergovernmental  Air Transportation (B01),,0,g,-2.9,0,0,-2.9,789
#NAME?,Transportation,Transport,Federal Intergovernmental  Highways (B46),,0,g,-46.4,0,0,-46.4,790
#NAME?,Transportation,Transport,Current Operations  Air Transportation (E01),,0,g,0,1.1,10.7,11.8,791
#NAME?,Transportation,Transport,Current Operations  Regular Highways (E44),,0,g,0,28.7,40.7,69.4,792
#NAME?,Transportation,Transport,Current Operations  Toll Highways (E45),,0,g,0,3.5,1.2,4.7,793
--Current Operations - Private Transit Subsidies (Disc. 2005) (E47),Transportation,Transport,Current Operations  Private Transit Subsidies (Disc. 2005) (E47),,0,,0,0,0,0,794
#NAME?,Transportation,Transport,Current Operations  Sea and Inland Port Facilities (E87),,0,g,0,1.2,2.6,3.8,795
#NAME?,Transportation,Transport,Construction  Air Transportation (F01),,0,g,0,0.8,12.1,12.9,796
#NAME?,Transportation,Transport,Construction  Regular Highways (F44),,0,g,0,55.7,19.8,75.5,797
#NAME?,Transportation,Transport,Construction  Toll Highways (F45),,0,g,0,3.3,0.9,4.2,798
#NAME?,Transportation,Transport,Construction  Private Transit Subsidies (F47),,0,,0,0,0,0,799
#NAME?,Transportation,Transport,Construction  Sea and Inland Port Facilities (F87),,0,g,0,0.4,1.7,2.1,800
#NAME?,Transportation,Transport,Other Capital Outlay  Air Transportation (G01),,0,g,0,0.1,0.9,0.9,801
#NAME?,Transportation,Transport,Other Capital Outlay  Regular Highways (G44),,0,g,0,4.4,3.7,8.1,802
#NAME?,Transportation,Transport,Other Capital Outlay  Toll Highways (G45),,0,g,0,0.1,0.5,0.6,803
#NAME?,Transportation,Transport,Other Capital Outlay  Private Transit Subsidies (G47),,0,,0,0,0,0,804
#NAME?,Transportation,Transport,Other Capital Outlay  Sea and Inland Port Facilities (G87),,0,g,0,0.2,0.3,0.4,805
#NAME?,Transportation,Transit,Federal Intergovernmental  Transit Utilities (B94),,0,g,-11.6,0,0,-11.6,806
#NAME?,Transportation,Transit,Current Operations  Transit Utilities (E94),,0,g,0,6.7,32.3,39,807
#NAME?,Transportation,Transit,Construction  Transit Utilities (F94),,0,g,0,2.2,7.3,9.5,808
#NAME?,Transportation,Transit,Other Capital Outlay  Transit Utilities (G94),,0,g,0,2.5,7.9,10.4,809
#NAME?,Transportation,Transit,Transit Utilities  Interest on Debt (I94),,0,g,0,0.9,1.4,2.3,810
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Compensation of Members and Related Administrative Expenses,0.103,b,,,,0.103,811
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Salaries and Expenses,1.258,b,,,,1.258,812
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),General Expenses,0.085,b,,,,0.085,813
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Salaries,0.303,b,,,,0.303,814
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),General Administration,0.109,b,,,,0.109,815
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Capitol Building,0.057,b,,,,0.057,816
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Senate Office Buildings,0.08,b,,,,0.08,817
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),House Office Buildings,0.08,b,,,,0.08,818
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Capitol Power Plant,0.13,b,,,,0.13,819
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Congressional Research Service: Salaries and Expenses,0.109,b,,,,0.109,820
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Congressional Printing and Binding,0.081,b,,,,0.081,821
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Salaries and Expenses,0.524,b,,,,0.524,822
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),"Salaries, Officers and Employees",0.182,b,,,,0.182,823
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Sergeant at Arms and Doorkeeper of the Senate,0.13,b,,,,0.13,824
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Inquiries and Investigations,0.138,b,,,,0.138,825
---Senators' Official Personnel and Office Expense Account,General Government,"Executive and legislative organs, financ",Legislative functions (801),Senators' Official Personnel and Office Expense Account,0.426,b,,,,0.426,826
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Salaries and Expenses,0.122,b,,,,0.122,827
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Office of Management and Budget,0.092,b,,,,0.092,828
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),The White House,0.057,b,,,,0.057,829
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Office of the United States Trade Representative,0.053,b,,,,0.053,830
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Other Federal Drug Control Programs,0.144,b,,,,0.144,831
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Charges for Administrative Expenses of Social Security Act As Amended,-0.952,b,,,,-0.952,832
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),"New Installment Agreements, IRS Miscellaneous Retained Fees",-0.159,b,,,,-0.159,833
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),"General User Fees, IRS Miscellaneous Retained Fees",-0.079,b,,,,-0.079,834
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Underpayment and Fraud Collection,-0.125,b,,,,-0.125,835
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Debt Collection,-0.092,b,,,,-0.092,836
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Federal Financing Bank,-0.58,b,,,,-0.58,837
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Financial Agent Services,0.61,b,,,,0.61,838
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Federal Reserve Bank Reimbursement Fund,0.331,b,,,,0.331,839
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),"Salaries and Expenses, Fiscal Service",0.349,b,,,,0.349,840
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),"Salaries and Expenses, Fiscal Service",0.075,b,,,,0.075,841
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Reimbursements to Federal Reserve Banks,0.11,b,,,,0.11,842
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Salaries and Expenses,0.097,b,,,,0.097,843
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Informant Payments,0.125,b,,,,0.125,844
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Taxpayer Services,2.225,b,,,,2.225,845
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Enforcement,5.036,b,,,,5.036,846
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Operations Support,4.365,b,,,,4.365,847
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Business Systems Modernization,0.352,b,,,,0.352,848
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Salaries and Expenses,0.31,b,,,,0.31,849
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Treasury Inspector General for Tax Administration,0.154,b,,,,0.154,850
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),Office of Inspector General,0.059,b,,,,0.059,851
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),Operating Expenses,0.067,b,,,,0.067,852
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),Governmentwide Policy,0.082,b,,,,0.082,853
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),Federal Buildings Fund,-0.314,b,,,,-0.314,854
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),"Federal Buildings Fund, Recovery Act",0.824,b,,,,0.824,855
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),Operating Expenses,0.333,b,,,,0.333,856
#NAME?,General Government,"Executive and legislative organs, financ",Central personnel management (805),Salaries and Expenses,0.1,b,,,,0.1,857
#NAME?,General Government,"Executive and legislative organs, financ",Central personnel management (805),Payment to Civil Service Retirement and Disability Fund,31.838,b,,,,31.838,858
#NAME?,General Government,"Executive and legislative organs, financ",Central personnel management (805),General Fund Payment to the Civil Service Retirement and Disability Fund,-31.838,b,,,,-31.838,859
#NAME?,General Government,"Executive and legislative organs, financ",Current Operations  Financial Administration (E23),,0,g,0,23.1,18.4,41.5,860
#NAME?,General Government,"Executive and legislative organs, financ",Current Operations  State Legislative Services (E26),,0,g,0,3,0,3,861
#NAME?,General Government,"Executive and legislative organs, financ",Current Operations  Central Staff Services (E29),,0,g,0,2,23.5,25.5,862
#NAME?,General Government,"Executive and legislative organs, financ",Current Operations  General Public Buildings (E31),,0,g,0,1.4,6.7,8.1,863
#NAME?,General Government,"Executive and legislative organs, financ",Construction  Financial Administration (F23),,0,g,0,0.1,0.2,0.3,864
#NAME?,General Government,"Executive and legislative organs, financ",Construction  State Legislative Services (F26),,0,g,0,0,0,0,865
#NAME?,General Government,"Executive and legislative organs, financ",Construction  Central Staff Services (F29),,0,g,0,0,1.1,1.1,866
#NAME?,General Government,"Executive and legislative organs, financ",Construction  General Public Buildings (F31),,0,g,0,1.5,2.1,3.6,867
#NAME?,General Government,"Executive and legislative organs, financ",Other Capital Outlay  Financial Administration (G23),,0,g,0,0.3,0.5,0.8,868
#NAME?,General Government,"Executive and legislative organs, financ",Other Capital Outlay  State Legislative Services (G26),,0,g,0,0,0,0,869
#NAME?,General Government,"Executive and legislative organs, financ",Other Capital Outlay  Central Staff Services (G29),,0,g,0,0.1,1.3,1.4,870
#NAME?,General Government,"Executive and legislative organs, financ",Other Capital Outlay  General Public Building (G31),,0,g,0,0.1,0.9,1,871
#NAME?,General Government,General services,General purpose fiscal assistance (806),Mineral Leasing and Associated Payments,2.144,b,,,,2.144,872
#NAME?,General Government,General services,General purpose fiscal assistance (806),"Payments to the United States Territories, Fiscal Assistance",0.248,b,,,,0.248,873
#NAME?,General Government,General services,General purpose fiscal assistance (806),Payments to States in Lieu of Coal Fee Receipts,0.12,b,,,,0.12,874
#NAME?,General Government,General services,General purpose fiscal assistance (806),Payments in Lieu of Taxes,0.398,b,,,,0.398,875
#NAME?,General Government,General services,General purpose fiscal assistance (806),Internal Revenue Collections for Puerto Rico,0.466,b,,,,0.466,876
#NAME?,General Government,General services,General purpose fiscal assistance (806),"Build America Bond Payments, Recovery Act",3.958,b,,,,3.958,877
#NAME?,General Government,General services,General purpose fiscal assistance (806),"Refunds, Transfers, and Expenses of Operation, Puerto Rico",0.098,b,,,,0.098,878
#NAME?,General Government,General services,General purpose fiscal assistance (806),Federal Payment to the District of Columbia Courts,0.245,b,,,,0.245,879
#NAME?,General Government,General services,General purpose fiscal assistance (806),Defender Services in District of Columbia Courts,0.06,b,,,,0.06,880
#NAME?,General Government,General services,General purpose fiscal assistance (806),Forest Service Permanent Appropriations,0.126,b,,,,0.126,881
#NAME?,General Government,General services,General purpose fiscal assistance (806),Forest Service Permanent Appropriations,0.224,b,,,,0.224,882
--Social Security Integrity and Debt Reduction (807),General Government,General services,Social Security Integrity and Debt Reduction (807),,0,,0,0,0,0,883
#NAME?,General Government,General services,Other general government (808),Assistance to Territories,0.07,b,,,,0.07,884
#NAME?,General Government,General services,Other general government (808),Compact of Free Association,0.256,b,,,,0.256,885
#NAME?,General Government,General services,Other general government (808),Federal Trust Programs,0.147,b,,,,0.147,886
#NAME?,General Government,General services,Other general government (808),"Claims, Judgments, and Relief Acts",0.816,b,,,,0.816,887
#NAME?,General Government,General services,Other general government (808),Government Printing Office Revolving Fund,0.182,b,,,,0.182,888
#NAME?,General Government,General services,Other general government (808),Salaries and Expenses,0.071,b,,,,0.071,889
#NAME?,General Government,General services,Federal Intergovernmental  General Local Government Support (B30),,0,g,-0.8,0,0,-0.8,890
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)",Space Operations,4.271,b,,,,4.271,891
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)",Science,5,b,,,,5,892
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)",Cross Agency Support,2.921,b,,,,2.921,893
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)",Exploration,3.859,b,,,,3.859,894
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)",Education,0.173,b,,,,0.173,895
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)","Construction, Environmental Compliance, and Remediation",0.545,b,,,,0.545,896
#NAME?,Other Spending,Basic research,"Space flight, research, and supporting activities (252)",Space Technology,0.519,b,,,,0.519,897
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Deposit Insurance Fund,-17.093,b,,,,-17.093,898
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Orderly Liquidation Fund,1.515,b,,,,1.515,899
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Credit Union Share Insurance Fund,-0.139,b,,,,-0.139,900
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Central Liquidity Facility,-0.11,b,,,,-0.11,901
#NAME?,Other Spending,"General economic, commercial and labour ",Deposit insurance (373),Temporary Corporate Credit Union Stabilization Fund,-0.755,b,,,,-0.755,902
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),"Surveys, Investigations, and Research",1.141,b,,,,1.141,903
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Coastal Impact Assistance,0.092,b,,,,0.092,904
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Salaries and Expenses,0.268,b,,,,0.268,905
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Salaries and Expenses,0.065,b,,,,0.065,906
#NAME?,Other Spending,"Agriculture, forestry, fishing and hunti",Other natural resources (306),Working Capital Fund,0.102,b,,,,0.102,907
